City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Tra Vinh,VN,2020-10-14 18:47:56,9.93,106.35,76.08,93,100,8.99
308,Ampanihy,MG,2020-10-14 18:47:56,-24.7,44.75,63.14,72,0,11.01
309,Cabo San Lucas,MX,2020-10-14 18:47:56,22.89,-109.91,88.0,74,40,9.17
310,Nizhniye Sergi,RU,2020-10-14 18:47:56,56.66,59.3,46.44,56,77,10.18
311,Rundu,NA,2020-10-14 18:47:57,-17.93,19.77,78.19,23,63,6.2
312,Namatanai,PG,2020-10-14 18:47:57,-3.67,152.43,77.47,82,32,4.07
313,Mount Gambier,AU,2020-10-14 18:47:57,-37.83,140.77,62.6,72,40,5.82
314,Maloy,NO,2020-10-14 18:47:57,61.94,5.11,48.2,61,5,9.17
315,Aksarka,RU,2020-10-14 18:47:57,66.56,67.8,31.28,94,10,10.69
316,Parrita,CR,2020-10-14 18:47:57,9.52,-84.32,78.8,73,40,12.75
317,Sistranda,NO,2020-10-14 18:47:57,63.73,8.83,46.4,87,75,9.17
318,Teahupoo,PF,2020-10-14 18:47:57,-17.83,-149.27,77.0,78,75,13.87
319,Taft,IR,2020-10-14 18:47:58,31.75,54.21,59.0,8,0,4.7
320,Vestmanna,FO,2020-10-14 18:47:58,62.16,-7.17,44.6,81,37,1.12
321,Hami,CN,2020-10-14 18:47:58,42.8,93.45,45.61,54,0,12.8
322,Raudeberg,NO,2020-10-14 18:47:58,61.99,5.14,46.99,73,3,21.72
323,Brae,GB,2020-10-14 18:47:58,60.4,-1.35,46.4,70,90,8.05
324,Muzaffarabad,PK,2020-10-14 18:47:58,34.37,73.47,64.54,32,0,4.38
325,Ilebo,CD,2020-10-14 18:47:58,-4.32,20.58,73.69,83,15,1.36
326,Bereda,ES,2020-10-14 18:47:58,43.27,-7.54,55.0,88,3,1.01
327,Perpignan,FR,2020-10-14 18:47:59,42.75,2.75,54.0,62,100,11.41
328,Ishigaki,JP,2020-10-14 18:47:59,24.34,124.16,79.65,75,94,16.93
329,Eenhana,NA,2020-10-14 18:47:59,-17.47,16.33,91.4,14,70,4.7
330,Belur,IN,2020-10-14 18:47:59,13.17,75.87,66.61,96,100,9.82
331,Alvand,IR,2020-10-14 18:47:59,36.32,49.17,48.6,45,0,1.36
332,Sorland,NO,2020-10-14 18:47:59,67.67,12.69,46.4,75,75,16.11
333,Kaeo,NZ,2020-10-14 18:47:59,-35.1,173.78,51.01,95,12,5.01
334,Nuuk,GL,2020-10-14 18:47:59,64.18,-51.72,41.0,80,40,3.36
335,Makakilo City,US,2020-10-14 18:48:00,21.35,-158.09,78.8,69,1,3.36
336,Izhmorskiy,RU,2020-10-14 18:48:00,56.19,86.64,42.91,79,100,18.37
337,Mogapi,BW,2020-10-14 18:48:00,-22.32,27.83,73.4,56,0,9.17
338,Atambua,ID,2020-10-14 18:48:00,-9.11,124.89,73.08,78,36,2.33
339,Matara,LK,2020-10-14 18:48:00,5.95,80.54,78.39,85,99,11.5
340,Doka,SD,2020-10-14 18:48:00,13.52,35.77,79.27,54,0,2.46
341,Kindersley,CA,2020-10-14 18:48:01,51.47,-109.17,37.4,29,20,17.22
342,Port Keats,AU,2020-10-14 18:48:01,-14.25,129.55,81.21,82,99,6.38
343,Kruisfontein,ZA,2020-10-14 18:48:01,-34.0,24.73,62.01,74,0,8.01
344,Civitanova Marche,IT,2020-10-14 18:48:01,43.31,13.72,60.01,78,100,1.01
345,Sri Aman,MY,2020-10-14 18:48:01,1.24,111.46,73.4,94,100,1.28
346,Alofi,NU,2020-10-14 18:48:01,-19.06,-169.92,68.0,82,100,4.7
347,Nsanje,MW,2020-10-14 18:48:01,-16.92,35.26,75.25,56,0,9.24
348,Mana,GF,2020-10-14 18:48:01,5.66,-53.78,85.62,66,0,11.83
349,Saint-Augustin,CA,2020-10-14 18:48:01,51.23,-58.65,47.44,71,100,8.68
350,Christchurch,NZ,2020-10-14 18:45:30,-43.53,172.63,42.01,86,29,12.75
351,Qax,AZ,2020-10-14 18:48:02,41.42,46.92,59.0,87,0,9.17
352,Muyezerskiy,RU,2020-10-14 18:48:02,63.93,31.65,34.63,88,86,4.61
353,Toora-Khem,RU,2020-10-14 18:48:02,52.47,96.11,27.66,96,0,2.24
354,Codrington,AU,2020-10-14 18:48:02,-38.27,141.97,61.56,68,100,9.6
355,Bardiyah,LY,2020-10-14 18:48:02,31.76,25.09,71.85,65,0,7.92
356,Anadyr,RU,2020-10-14 18:48:02,64.75,177.48,37.4,86,40,8.95
357,Taybad,IR,2020-10-14 18:48:03,34.74,60.78,50.0,41,0,11.03
358,Pemangkat,ID,2020-10-14 18:48:03,1.17,108.97,78.15,82,100,3.8
359,Constitucion,CL,2020-10-14 18:48:03,-35.33,-72.42,60.17,73,4,6.15
360,Ust-Maya,RU,2020-10-14 18:48:03,60.42,134.53,19.17,96,94,3.51
361,Cabedelo,BR,2020-10-14 18:48:03,-6.98,-34.83,84.2,66,75,13.87
362,Vostok,RU,2020-10-14 18:48:03,46.49,135.88,20.01,97,69,4.92
363,Saint Peters,US,2020-10-14 18:48:03,38.8,-90.63,84.0,21,1,14.99
364,Shimoda,JP,2020-10-14 18:48:04,34.67,138.95,60.01,78,100,10.04
365,Columbia,US,2020-10-14 18:46:23,34.0,-81.03,80.01,34,1,4.43
366,Marapanim,BR,2020-10-14 18:48:04,-0.72,-47.7,88.14,52,85,10.33
367,Itarema,BR,2020-10-14 18:48:04,-2.92,-39.92,83.55,65,79,19.86
368,Pascagoula,US,2020-10-14 18:48:04,30.37,-88.56,84.2,48,1,6.93
369,Wooster,US,2020-10-14 18:48:04,40.81,-81.94,62.01,51,1,6.93
370,Touros,BR,2020-10-14 18:43:32,-5.2,-35.46,84.2,62,75,13.87
371,Abdulino,RU,2020-10-14 18:48:04,53.7,53.67,50.79,42,100,10.02
372,Zhigansk,RU,2020-10-14 18:48:05,66.77,123.37,11.44,94,30,8.72
373,Kyaikto,MM,2020-10-14 18:48:05,17.3,97.02,76.59,91,100,1.77
374,Lynchburg,US,2020-10-14 18:47:41,37.41,-79.14,75.99,31,1,4.29
375,Marinette,US,2020-10-14 18:44:00,45.1,-87.63,55.4,66,90,11.41
376,Turukhansk,RU,2020-10-14 18:48:05,65.82,87.98,23.23,97,68,6.06
377,Trujillo,PE,2020-10-14 18:45:51,-8.12,-79.03,64.4,77,75,12.75
378,Soyo,AO,2020-10-14 18:48:05,-6.13,12.37,75.97,78,93,7.27
379,Lasa,IT,2020-10-14 18:48:05,46.62,10.7,43.0,64,5,3.36
380,Gornyy,RU,2020-10-14 18:48:05,55.12,83.91,42.15,80,100,18.14
381,Bundaberg,AU,2020-10-14 18:43:38,-24.85,152.35,60.01,87,0,8.05
382,Woodstock,CA,2020-10-14 18:48:05,43.13,-80.75,62.01,48,75,13.87
383,Denpasar,ID,2020-10-14 18:48:06,-8.65,115.22,80.6,88,40,11.41
384,Yar-Sale,RU,2020-10-14 18:48:06,66.83,70.83,31.46,92,38,12.88
385,Krasnodon,UA,2020-10-14 18:48:06,48.29,39.74,58.06,79,0,4.65
386,Abu Samrah,SY,2020-10-14 18:48:06,35.3,37.18,64.72,80,0,7.34
387,Siavonga,ZM,2020-10-14 18:48:06,-16.54,28.71,83.59,50,17,6.69
388,Orange Cove,US,2020-10-14 18:48:06,36.62,-119.31,82.0,48,0,3.0
389,Porto Empedocle,IT,2020-10-14 18:48:07,37.29,13.53,63.0,18,100,21.0
390,High Level,CA,2020-10-14 18:48:07,58.52,-117.14,26.6,68,75,8.05
391,Pevek,RU,2020-10-14 18:48:07,69.7,170.31,33.24,88,100,17.11
392,Pasighat,IN,2020-10-14 18:48:07,28.07,95.33,75.96,66,0,3.2
393,Khani,GE,2020-10-14 18:48:07,41.96,42.96,62.6,77,100,2.24
394,Faro,PT,2020-10-14 18:44:31,37.02,-7.93,68.0,52,0,16.11
395,Winsum,NL,2020-10-14 18:48:07,53.33,6.52,51.01,80,100,1.01
396,Marsh Harbour,BS,2020-10-14 18:48:08,26.54,-77.06,82.63,68,78,11.34
397,Maniitsoq,GL,2020-10-14 18:48:08,65.42,-52.9,36.64,80,97,11.05
398,Cururupu,BR,2020-10-14 18:48:08,-1.83,-44.87,87.01,55,52,7.43
399,Poplar Bluff,US,2020-10-14 18:48:08,36.76,-90.39,80.6,33,1,18.34
400,Cap Malheureux,MU,2020-10-14 18:48:08,-19.98,57.61,73.99,77,11,4.0
401,Vila Velha,BR,2020-10-14 18:48:08,-20.33,-40.29,86.0,66,20,14.99
402,Rio Bueno,CL,2020-10-14 18:43:45,-40.32,-72.97,64.4,48,0,10.29
403,Mercedes,AR,2020-10-14 18:48:08,-34.65,-59.43,82.99,36,48,8.99
404,Uralets,RU,2020-10-14 18:48:08,57.66,59.65,45.54,70,95,11.32
405,Norden,DE,2020-10-14 18:48:08,53.6,7.2,50.0,66,75,12.75
406,Nelson Bay,AU,2020-10-14 18:48:08,-32.72,152.15,63.0,93,75,4.63
407,Ballina,AU,2020-10-14 18:48:09,-28.87,153.57,54.0,93,40,8.39
408,Oyugis,KE,2020-10-14 18:48:09,-0.51,34.74,68.0,82,75,11.41
409,Westport,US,2020-10-14 18:43:13,41.14,-73.36,70.0,48,1,14.99
410,Jobner,IN,2020-10-14 18:48:09,26.97,75.38,84.2,48,40,4.09
411,Tigil,RU,2020-10-14 18:48:09,57.8,158.67,40.12,96,100,3.96
412,Sydney,AU,2020-10-14 18:48:02,-33.87,151.21,60.01,89,29,1.99
413,Starachowice,PL,2020-10-14 18:48:09,51.04,21.07,46.0,1,99,5.82
414,Nioki,CD,2020-10-14 18:48:09,-2.72,17.68,74.17,92,51,2.21
415,Darhan,MN,2020-10-14 18:48:09,49.49,105.92,31.73,83,8,3.09
416,Bartica,GY,2020-10-14 18:48:10,6.4,-58.62,91.4,55,75,13.87
417,Sao Jose Da Coroa Grande,BR,2020-10-14 18:48:10,-8.9,-35.15,79.38,72,68,11.86
418,Suntar,RU,2020-10-14 18:48:10,62.14,117.63,21.54,97,61,5.77
419,Tahlequah,US,2020-10-14 18:48:10,35.92,-94.97,81.0,41,1,13.87
420,Whyalla,AU,2020-10-14 18:48:10,-33.03,137.58,75.2,29,14,14.99
421,Kahului,US,2020-10-14 18:48:10,20.89,-156.47,80.6,61,1,1.36
422,Rio Grande,BR,2020-10-14 18:48:10,-32.03,-52.1,64.11,78,43,10.67
423,Centralia,US,2020-10-14 18:44:23,46.72,-122.95,59.0,77,20,5.82
424,Syasstroy,RU,2020-10-14 18:48:10,60.14,32.57,42.48,92,13,8.37
425,Calvinia,ZA,2020-10-14 18:48:10,-31.47,19.78,72.34,21,0,3.49
426,Moranbah,AU,2020-10-14 18:48:11,-22.0,148.05,61.36,83,0,14.85
427,Beringovskiy,RU,2020-10-14 18:48:11,63.05,179.32,39.54,86,100,14.47
428,Kilis,TR,2020-10-14 18:48:11,36.72,37.12,71.6,56,0,5.82
429,Parana,AR,2020-10-14 18:45:23,-31.73,-60.52,84.99,28,75,10.29
430,Sumenep,ID,2020-10-14 18:48:11,-7.02,113.87,81.28,77,60,9.33
431,Tymovskoye,RU,2020-10-14 18:48:11,50.85,142.66,29.55,96,95,4.88
432,Caravelas,BR,2020-10-14 18:48:11,-17.71,-39.25,79.56,69,0,11.9
433,Lewisporte,CA,2020-10-14 18:48:11,49.25,-55.05,57.2,54,75,24.16
434,Dzaoudzi,YT,2020-10-14 18:48:11,-12.79,45.27,78.8,83,0,6.93
435,Ojuelos De Jalisco,MX,2020-10-14 18:46:07,21.87,-101.58,72.77,44,3,7.47
436,Antequera,ES,2020-10-14 18:48:12,37.02,-4.56,71.01,35,0,12.75
437,Xiaoshi,CN,2020-10-14 18:48:12,41.3,124.12,35.6,55,18,11.18
438,San Pedro,PH,2020-10-14 18:44:23,14.35,121.02,77.0,94,90,8.05
439,Beipiao,CN,2020-10-14 18:48:12,41.79,120.78,40.6,66,1,3.98
440,Huarmey,PE,2020-10-14 18:48:12,-10.07,-78.15,69.51,65,18,9.55
441,Skjervoy,NO,2020-10-14 18:48:12,70.03,20.97,39.2,86,75,26.4
442,Aras,ES,2020-10-14 18:48:12,42.56,-2.36,50.0,76,75,17.22
443,Ouadda,CF,2020-10-14 18:48:12,8.08,22.4,70.45,89,99,3.47
444,Iguape,BR,2020-10-14 18:48:12,-24.71,-47.56,73.85,80,2,9.33
445,Sonoita,MX,2020-10-14 18:48:13,31.85,-112.83,96.01,9,0,8.81
446,Fairbanks,US,2020-10-14 18:47:18,64.84,-147.72,21.99,62,75,8.05
447,Salinopolis,BR,2020-10-14 18:48:13,-0.61,-47.36,83.91,66,68,14.16
448,Payson,US,2020-10-14 18:48:13,40.04,-111.73,69.01,55,40,19.46
449,Samarai,PG,2020-10-14 18:48:13,-10.62,150.67,78.66,85,44,15.37
450,Ust-Uda,RU,2020-10-14 18:48:13,54.17,103.03,32.59,96,96,5.59
451,Sovetskoye,RU,2020-10-14 18:48:13,52.29,85.41,39.97,78,70,5.59
452,Blagodatnoye,RU,2020-10-14 18:48:13,45.4,42.59,60.01,67,1,6.71
453,San Patricio,US,2020-10-14 18:48:13,28.02,-97.52,91.0,55,40,4.7
454,Sioux Lookout,CA,2020-10-14 18:48:13,50.1,-91.92,42.8,81,75,8.05
455,Yumen,CN,2020-10-14 18:48:35,40.28,97.2,33.24,75,0,2.8
456,Sola,VU,2020-10-14 18:48:35,-13.88,167.55,77.0,100,75,4.81
457,Show Low,US,2020-10-14 18:43:50,34.25,-110.03,78.01,7,1,5.82
458,Mocuba,MZ,2020-10-14 18:48:35,-16.84,36.99,71.24,78,56,4.97
459,Kavaratti,IN,2020-10-14 18:48:35,10.57,72.64,82.02,77,96,20.76
460,Balaipungut,ID,2020-10-14 18:48:35,1.05,101.28,75.45,94,100,4.59
461,Mulchen,CL,2020-10-14 18:48:35,-37.72,-72.23,66.2,45,0,10.29
462,Vardo,NO,2020-10-14 18:48:35,70.37,31.11,37.4,82,40,18.34
463,Curico,CL,2020-10-14 18:46:37,-34.98,-71.23,60.8,67,75,5.82
464,Cayenne,GF,2020-10-14 18:48:35,4.93,-52.33,91.4,46,0,12.75
465,Elizabeth City,US,2020-10-14 18:44:55,36.29,-76.25,75.99,38,1,9.17
466,Tongren,CN,2020-10-14 18:48:36,27.72,109.19,58.71,88,100,5.88
467,Miyako,JP,2020-10-14 18:48:36,39.64,141.95,53.37,75,97,5.19
468,Kapit,MY,2020-10-14 18:48:36,2.02,112.93,74.08,94,100,1.61
469,Maria Aurora,PH,2020-10-14 18:48:36,15.8,121.47,77.04,89,100,8.37
470,Monterrey,MX,2020-10-14 18:44:32,25.67,-100.32,84.2,58,40,4.29
471,Hakkari,TR,2020-10-14 18:48:36,37.58,44.17,51.17,43,45,2.37
472,Bilma,NE,2020-10-14 18:48:36,18.69,12.92,89.91,13,0,5.7
473,Katobu,ID,2020-10-14 18:48:36,-4.94,122.53,75.74,94,100,2.91
474,Svetlaya,RU,2020-10-14 18:48:36,46.54,138.33,34.45,77,0,7.2
475,Goundam,ML,2020-10-14 18:48:37,16.41,-3.67,99.12,12,4,12.12
476,Manzanillo,CU,2020-10-14 18:48:37,20.34,-77.12,87.55,65,12,3.02
477,Tunis,TN,2020-10-14 18:48:37,34.0,9.0,71.6,26,20,6.93
478,Bima,ID,2020-10-14 18:48:37,-8.47,118.72,77.27,83,76,3.47
479,Bentiu,SS,2020-10-14 18:48:37,9.23,29.83,75.85,77,9,2.28
480,Boone,US,2020-10-14 18:48:37,39.03,-92.33,82.0,34,1,7.0
481,Orotukan,RU,2020-10-14 18:48:37,62.27,151.7,30.04,97,100,2.13
482,Adrar,MR,2020-10-14 18:45:13,20.5,-10.07,95.34,19,50,6.22
483,The Valley,AI,2020-10-14 18:48:33,18.22,-63.06,87.8,74,20,10.29
484,Luanda,AO,2020-10-14 18:45:12,-8.84,13.23,77.0,73,40,9.17
485,Umba,RU,2020-10-14 18:48:37,66.69,34.34,36.09,95,100,10.45
486,Vanimo,PG,2020-10-14 18:48:38,-2.67,141.3,78.12,84,100,3.83
487,Koslan,RU,2020-10-14 18:48:38,63.46,48.9,31.6,96,0,2.48
488,North Bend,US,2020-10-14 18:48:38,43.41,-124.22,59.0,87,1,5.82
489,Sao Goncalo Do Amarante,BR,2020-10-14 18:48:38,-3.61,-38.97,81.0,70,53,20.0
490,Bom Jesus,BR,2020-10-14 18:43:54,-9.07,-44.36,97.52,19,0,8.86
491,Kaura Namoda,NG,2020-10-14 18:48:38,12.59,6.58,86.85,41,84,5.39
492,Ranong,TH,2020-10-14 18:48:38,9.97,98.63,79.12,84,100,9.69
493,Saint Anthony,US,2020-10-14 18:48:38,45.02,-93.22,61.0,44,1,19.46
494,Yarim,YE,2020-10-14 18:48:39,14.3,44.38,56.82,44,13,2.66
495,Chernihiv,UA,2020-10-14 18:48:39,51.0,32.0,53.01,60,0,6.89
496,San Felipe,VE,2020-10-14 18:48:39,10.34,-68.74,87.4,59,30,4.03
497,Palu,ID,2020-10-14 18:48:39,-0.89,119.87,75.9,81,95,3.49
498,Terney,RU,2020-10-14 18:48:39,45.05,136.61,33.87,82,0,6.64
499,Manggar,ID,2020-10-14 18:48:39,-2.88,108.27,77.38,89,100,7.49
500,San Buenaventura,MX,2020-10-14 18:48:39,27.08,-101.53,86.0,40,5,2.95
501,Port Hardy,CA,2020-10-14 18:48:40,50.7,-127.42,50.0,93,75,1.61
502,Lupiro,TZ,2020-10-14 18:48:40,-8.38,36.67,78.26,71,2,4.14
503,Neapolis,IT,2020-10-14 18:48:40,40.83,14.25,66.2,72,40,6.93
504,Odweyne,SO,2020-10-14 18:48:40,9.41,45.06,78.73,37,3,9.89
505,Kristiinankaupunki,FI,2020-10-14 18:48:40,62.27,21.38,40.41,81,8,2.48
506,Roma,US,2020-10-14 18:44:05,43.21,-75.46,63.0,59,90,12.75
507,Presidencia Roque Saenz Pena,AR,2020-10-14 18:48:40,-26.79,-60.44,75.74,73,3,13.56
508,Pinczow,PL,2020-10-14 18:48:41,50.52,20.53,46.0,94,100,3.0
509,Atasu,KZ,2020-10-14 18:48:41,48.68,71.64,46.26,55,0,2.84
510,Middlebury,US,2020-10-14 18:44:55,44.02,-73.17,66.99,51,40,3.36
511,Kozan,TR,2020-10-14 18:48:41,37.46,35.82,77.0,73,2,2.28
512,Half Moon Bay,US,2020-10-14 18:48:41,37.46,-122.43,81.0,47,5,5.82
513,Moyale,KE,2020-10-14 18:45:08,3.52,39.06,71.71,70,49,5.23
514,Bradeanu,RO,2020-10-14 18:48:41,44.93,26.85,50.0,81,5,9.17
515,Sucua,EC,2020-10-14 18:48:41,-2.47,-78.17,71.6,78,90,4.7
516,Sangmelima,CM,2020-10-14 18:48:41,2.93,11.98,67.64,99,0,3.24
517,Tres Arroyos,AR,2020-10-14 18:48:41,-38.37,-60.28,60.28,43,0,15.48
518,Coihaique,CL,2020-10-14 18:48:42,-45.58,-72.07,55.4,35,100,8.05
519,Glyadyanskoye,RU,2020-10-14 18:48:42,54.91,65.09,49.86,48,7,10.74
520,Dudinka,RU,2020-10-14 18:48:42,69.41,86.18,23.0,92,90,15.66
521,Panukulan,PH,2020-10-14 18:48:42,14.93,121.81,80.85,85,100,13.78
522,San-Pedro,CI,2020-10-14 18:48:42,4.75,-6.64,76.5,90,29,6.55
523,Kuala Lipis,MY,2020-10-14 18:48:42,4.18,102.05,74.19,93,100,1.52
524,Giraltovce,SK,2020-10-14 18:48:42,49.11,21.52,44.01,95,100,3.0
525,Orchard Homes,US,2020-10-14 18:48:42,46.86,-114.05,48.99,65,90,11.97
526,Leh,IN,2020-10-14 18:48:43,34.17,77.58,39.9,52,0,3.51
527,Kijang,KR,2020-10-14 18:48:43,35.24,129.21,53.6,71,0,1.12
528,Auki,SB,2020-10-14 18:48:43,-8.77,160.7,76.41,83,93,3.13
529,Punta Alta,AR,2020-10-14 18:48:43,-38.88,-62.07,60.28,39,0,17.05
530,Usinsk,RU,2020-10-14 18:48:43,65.99,57.53,31.3,95,0,10.71
531,Comacchio,IT,2020-10-14 18:48:43,44.7,12.19,60.8,77,100,11.41
532,Madarounfa,NE,2020-10-14 18:48:43,13.31,7.16,87.8,62,49,4.7
533,Mathbaria,BD,2020-10-14 18:48:43,22.29,89.96,78.01,88,85,3.31
534,Tual,ID,2020-10-14 18:48:44,-5.67,132.75,81.16,83,100,13.24
535,Arroio Grande,BR,2020-10-14 18:48:44,-32.24,-53.09,72.19,64,0,9.44
536,Santa Vitoria Do Palmar,BR,2020-10-14 18:48:44,-33.52,-53.37,65.73,72,1,9.19
537,Maldonado,UY,2020-10-14 18:48:44,-34.67,-54.92,66.0,77,20,10.29
538,Vila Franca Do Campo,PT,2020-10-14 18:48:44,37.72,-25.43,69.8,83,20,13.87
539,Shellbrook,CA,2020-10-14 18:48:44,53.22,-106.4,33.8,43,75,20.8
540,Mayor Pablo Lagerenza,PY,2020-10-14 18:48:44,-19.93,-60.77,106.12,21,81,14.58
541,Qaqortoq,GL,2020-10-14 18:48:44,60.72,-46.03,41.0,75,20,4.7
542,Dingle,PH,2020-10-14 18:48:45,11.0,122.67,75.06,90,100,5.26
543,Zaraza,VE,2020-10-14 18:48:45,9.35,-65.32,86.31,76,37,0.76
544,Sept-Iles,CA,2020-10-14 18:48:45,50.2,-66.38,48.2,100,90,13.87
545,Ust-Nera,RU,2020-10-14 18:48:45,64.57,143.2,28.15,88,100,3.09
546,Itaituba,BR,2020-10-14 18:48:45,-4.28,-55.98,94.84,40,30,3.24
547,Holme,DK,2020-10-14 18:48:45,56.11,10.17,48.2,66,100,11.41
548,Jiazi,CN,2020-10-14 18:48:45,22.88,116.07,73.76,76,94,22.15
549,Harrisburg,US,2020-10-14 18:48:27,40.27,-76.88,71.6,33,40,9.17
550,Naze,JP,2020-10-14 18:48:46,28.37,129.48,71.6,83,40,4.7
551,Concordia,AR,2020-10-14 18:48:46,-31.39,-58.02,81.0,42,75,11.41
552,Kawalu,ID,2020-10-14 18:48:46,-7.38,108.21,72.79,89,93,1.54
553,Severnyy,RU,2020-10-14 18:48:46,50.68,36.55,64.4,72,75,6.71
554,Buala,SB,2020-10-14 18:48:46,-8.14,159.59,78.01,80,98,0.6
555,Pedernales,DO,2020-10-14 18:48:46,18.04,-71.74,87.8,70,20,13.87
556,La Rioja,ES,2020-10-14 18:48:46,42.25,-2.5,50.0,76,75,17.22
557,Sarakhs,IR,2020-10-14 18:48:46,36.54,61.16,55.4,37,0,0.92
558,Qui Nhon,VN,2020-10-14 18:48:46,13.77,109.23,78.08,87,100,4.56
559,Bukachacha,RU,2020-10-14 18:48:47,52.98,116.92,24.06,86,100,2.53
560,Maryville,US,2020-10-14 18:48:03,35.76,-83.97,73.99,46,1,4.94
561,Kiama,AU,2020-10-14 18:48:47,-34.68,150.87,62.01,79,91,5.99
562,Tula,RU,2020-10-14 18:48:21,54.2,37.61,58.5,71,100,4.12
563,Pontes E Lacerda,BR,2020-10-14 18:48:47,-15.23,-59.34,99.45,29,84,6.33
564,Gat,IL,2020-10-14 18:48:47,31.61,34.76,77.0,73,20,3.36
565,Manglisi,GE,2020-10-14 18:48:47,41.7,44.38,59.0,77,36,6.93
566,Kalemie,CD,2020-10-14 18:48:47,-5.95,29.19,74.08,71,0,2.19
567,Youkounkoun,GN,2020-10-14 18:48:47,12.53,-13.13,82.26,68,18,2.13
568,Yanam,IN,2020-10-14 18:48:48,16.73,82.22,78.8,83,75,4.7
569,Yining,CN,2020-10-14 18:48:48,29.04,114.56,63.01,92,100,4.12
570,Davila,PH,2020-10-14 18:48:48,18.47,120.58,82.4,74,20,9.17
571,Seoul,KR,2020-10-14 18:47:14,37.57,126.98,48.2,34,90,3.91
572,Baykit,RU,2020-10-14 18:48:48,61.67,96.37,37.6,88,100,12.5
573,Dabat,ET,2020-10-14 18:48:48,12.98,37.77,52.88,88,64,3.42
574,Kibala,TD,2020-10-14 18:48:48,9.11,18.35,84.2,74,20,0.63
575,Jumla,NP,2020-10-14 18:48:48,29.27,82.18,51.01,54,98,3.53
576,Da Nang,VN,2020-10-14 18:48:49,16.07,108.22,77.0,94,75,1.12
577,Ternate,ID,2020-10-14 18:48:49,0.8,127.4,80.62,76,100,2.89
578,Zuwarah,LY,2020-10-14 18:48:49,32.93,12.08,74.32,55,0,12.73
